OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,YearBuilt,YearRemodAdd,GarageCars,GarageArea,FullBath,TotRmsAbvGrd,KitchenQual,Fireplaces,LotArea,Neighborhood,ExterQual,PropertyType,DPE,HasPool,AgentID,SaleDate,SalePrice
6,78.1,127.0,1252.53,1921,1977,0,305.35,1.0,1,TA,2,1288.1,Pigalle,Gd,Appartement,A,0,,2020-04-15,462294.0
4,38.6,123.6,1417.61,1700,1970,0,318.18,1.0,4,Gd,0,1147.2,Pantin,Gd,Studio,A,1,Agent_40,2019-04-13,50000.0
6,103.8,73.1,998.65,1906,1917,0,600.12,3.0,7,Gd,0,447.4,Auteuil,,Maison,B,0,,2015-08-16,739863.0
6,129.2,106.1,1122.63,1903,1942,3,433.25,2.0,6,Ex,0,351.2,Clignancourt,TA,Maison,G,0,Agent_9,4/6/2020,1099876.0
6,21.8,36.2,1089.27,1910,1968,1,348.2,2.0,1,Fa,0,776.2,Auteuil,Gd,Duplex,E,0,Agent_10,2015-10-15,143916.0
5,134.3,15.0,840.64,1951,1904,1,-388.03,2.0,4,TA,0,245.0,Châtelet,ex,Appartement,,0,Agent_8,2015-08-01,759688.0
5,82.0,10.9,492.85,2021,1966,1,248.49,1.0,5,Ex,3,312.1,Saint-Germain,Gd,Appartement,C,0,Agent_25,2018-10-18,758897.0
8,106.5,107.3,966.9,1909,1956,3,365.03,1.0,1,TA,2,785.8,Bastille,Fa,Maison,D,0,,Q4 2022,730992.0
4,257.9,82.0,901.42,1916,1979,1,294.66,2.0,2,Ex,0,533.4,BERCY,TA,Maison,F,0,Agent_43,2018-01-11,1276702.0
4,115.0,68.6,1066.8,2013,,1,264.22,1.0,7,TA,0,927.1,Passy,Fa,?,,0,Agent_40,2018-08-21,1077770.0
4,248.2,89.2,933.77,1921,1956,2,541.73,,1,TA,0,732.0,Passy,Fa,Maison,,0,Agent_10,2015-09-14,1641227.0
5,102.1,20.3,572.63,1945,1902,0,359.04,1.0,4,TA,2,848.0,Invalides,Gd,Maison,,0,Agent_19,2021-02-21,833953.0
7,164.8,63.6,1131.52,1949,2000,2,259.18,2.0,5,TA,0,1309.0,Belleville,None,Loft,D,0,,2018-05-18,0.0
5,67.5,59.5,716.8,2099,1700,2,880.55,1.0,1,Gd,0,326.8,Saint-Germain,TA,Villa,,0,Agent_18,2021-08-08,749557.0
6,124.0,87.9,731.41,1991,1902,0,355.37,4.0,3,TA,1,722.9,Batignolles,Gd,Appartement,E,0,Agent_25,2017-08-23,1436838.0
3,192.9,137.4,907.06,1941,1906,1,214.52,1.0,3,TA,0,224.7,Passy,TA,Appartement,,1,,2021-07-08,1046314.0
6,105.2,26.9,1033.92,1992,1700,1,385.73,2.0,1,,1,238.1,Pantin,None,Studio,Non renseigné,0,Agent_10,2021-03-14,1181759.0
5,154.2,82.0,742.29,1983,1924,2,312.57,0.0,3,Ex,0,757.8,Passy,TA,Maison,,,Agent_46,2020-09-07,1307271.0
5,95.6,8.7,1034.5,1925,1957,1,195.98,3.0,3,Gd,2,876.2,NATION,TA,Villa,,0,Agent_25,2018-03-01,550338.0
6,56.5,130.6,1013.03,1979,1992,2,569.14,2.0,8,Ex,2,,Pigalle,TA,Duplex,C,0,Agent_23,2022-11-08,1.0
6,264.2,98.4,1402.83,2017,1905,1,,1.0,8,TA,0,401.0,Opéra,Gd,house,,0,,2020-07-01,2021880.0
9,41.7,56.2,530.7,1928,1963,3,230.49,1.0,3,,1,744.4,Clignancourt,TA,Maison,B,,Agent_46,Non communiqué,0.0
3,176.3,164.8,51562.0,1900,1970,2,308.07,1.0,1,TA,1,224.5,Belleville Belleville,Gd,Studio,F,0,Agent_41,2023-03-05,530579.0
5,-10,164.9,535.99,1956,1929,1,414.72,2.0,5,Gd,1,86.6,Oberkampf,Gd,Appartement,F,0,,2020-11-14,50000.0
0,259.0,65.4,416.0 sqft,2007,1944,2,48.59,,6,TA,2,308.4,,TA,Villa,B,0,,2019-08-03,780179.0
8,58.7,101.3,790.2,1981,1961,0,183.29,1.0,6,TA,1,665.0,Clignancourt,Fa,Maison,G,0,,2021-06-07,731121.0
4,78.4,112.8,798.56,2000,1998,2,584.45,1.0,8,TA,0,1032.7,Opéra,Gd,APPARTEMENT,C,1,,2017-09-21,584248.0
5,67.3,60.1,1367.79,2010,1973,1,443.44,1.0,3,TA,0,417.9,Invalides,Gd,Maison,E,0,Agent_40,2022-07-06,577623.0
6,167.2,52.6,1227.3,1995,2008,Oui,913.01,10.0,2,Gd,1,67.0,Pantin,None,Maison,,0,,,1724006.0
6,50.1,66.7,1009.74,1923,1931,2,508.61,1.0,7,Gd,1,353.1,Châtelet,Gd,apartment,B,0,Agent_32,2020-02-06,346936.0
4,92.3,5.4,81870.0,1982,1940,Oui,488.61,2.0,1,TA,0,1127.2,Nation,TA,Studio,F,1,,18/9/2020,585933.0
6,88.6,101.0,889.15,1968,1983,0,544.95,2.0,2,TA,1,580.5,Oberkampf,Fa,Studio,,0,Agent_17,2016-09-18,681552.0
6,60.2,129.8,960.12,1933,2003,1,357.46,1.0,4,Ex,1,23.6,Batignolles,Ex,Appartement,C,0,Agent_25,2018-06-04,321214.0
7,164.6,124.9,615.13,1903,1919,,510.57,2.0,6,Po,0,193.1,Opéra,Gd,Appartement,,0,,2016-02-01,1128500.0
5,92.4,89.3,1385.63,1700,1947,1,,1.0,1,N/A,0,338.1,République,Gd,Duplex,,N,Agent_9,2015-02-23,50000.0
3,116.4,41.3,1340.88,1971,1951,0,,1.0,4,,0,98.1,,Ex,Studio,D,0,Agent_11,2022-08-04,630355.0
-1,149.2,156.0,821.85,2015,1982,1,256.68,2.0,3,Ex,1,160.2,Pigalle,Gd,Appartement,C,0,Agent_6,2017-09-21,510448.0
9,194.4,84.0,964.25,1923,1957,1,355.44,3.0,1,Gd,3,149.6,Clignancourt,Ex,Villa,E,0,,2015-04-09,1788344.0
3,161.9,109.4,1172.66,1992,1942,1,821.01,2.0,3,Gd,0,920.6,Belleville,Gd,Appartement,,1,Agent_21,2020-04-24,1099932.0
6,74.7,57.8,389.29,0,1967,0,195.85,,6,TA,2,39.0,République,Fa,Maison,C,0,Agent_28,2015-05-28,
9,79.7,49.2,853.32,1950,1945,0,562.96,1.0,8,TA,1,852.5,Bastille,TA,Maison,,0,Agent_43,26/8/2016,664690.0
5,25.9,162.0,791.85,1937,1953,0,445.35,2.0,7,N/A,0,562.6,Passy,Gd,Maison,D,,Agent_23,2020-07-24,147275.0
6,140.7,106.2,887.13,1700,1945,1,252.79,1.0,7,Gd,0,1412.8,Nation,Fa,Maison,F,0,Agent_35,2021-09-23,50000.0
5,203.9,61.4,1117.58,2012,1936,0,218.62,1.0,4,,,39.1,Pigalle,Ex,Villa,C,0,,2023-07-02,1842251.0
5,236.9,69.1,847.75,2002,1904,1,606.37,1.0,3,Excellent,2,12.8,Châtelet,Ex,,D,0,Agent_4,2022-11-28,1615790.0
4,155.3,53.3,838.32,1978,1931,1,273.58,4.0,6,Po,1,468.8,Auteuil,gd,Studio,G,0,,2023-11-19,1055786.0
6,162.3,,781.96,1927,1995,,436.73,1.0,4,TA,0,728.9,Oberkampf,Gd,,D,0,,2017-04-27,1332328.0
8,9999,126.5,1508.09,2006,1934,2,270.98,3.0,5,Gd,3,589.7,Clignancourt,TA,Appartement,A,0,Agent_35,,114687964.0
6,44.6,,655.85,1919,2000,2,443.47,1.0,5,Po,1,406.7,Marais,Gd,Duplex,F,0,,2019-06-06,305469.0
9,220.5,75.1,982.66,1909,1995,0,-515.19,,5,TA,1,561.3,Luxembourg,Fa,Villa,,0,,2019-01-20,1778839.0
6,251.9,55.4,1217.24,1928,1998,1,735.9,1.0,2,Gd,0,283.1,Pigalle,,Appartement,G,Non,Agent_30,2016-12-15,1632262.0
7,84.0,72.2,797.72,1961,1912,1,486.94,2.0,7,Gd,1,499.9,Vincennes,TA,LOFT,,0,Agent_21,2022-12-05,700641.0
5,144.9,96.7,-1033.22,2012,1925,0,453.52,3.0,8,Ex,3,1001.4,Opéra,Gd,apartment,E,1,,2018-06-15,864256.0
2,72.2,,917.62,1934,1900,1,570.01,2.0,4,TA,0,505.6,Auteuil,Gd,Appartement,D,0,Agent_34,2021-09-02,353615.0
5,150.1,98.3,139121.0,1971,2015,3,514.77,1.0,3,Ex,1,477.0,Invalides,Gd,Maison,B,1,,2023-11-24,1381893.0
3,162.3,,362.9,1953,1938,,403.25,3.0,6,TA,0,429.2,Luxembourg,Ex,Appartement,,0,Agent_21,2023-02-23,621991.0
7,38.8,180.8,774.18,2006,1983,2,522.77,2.0,5,Ex,0,315.3,Invalides,None,,,0,Agent_7,2022-06-21,524637.0
7,159.3,75.7,1613.35,2016,1950,0,656.77,3.0,2,TA,0,59.1,Oberkampf,Gd,Studio,D,0,,2018-04-03,1265302.0
4,91.4 m²,28.7,872.71,1935,1961,0,193.54,3.0,6,Excellent,2,1123.9,Châtelet,Gd,Duplex,E,0,Agent_34,11/1/2023,497080.0
4,69.5,139.0,551.41,1931,1923,1,504.64,2.0,3,Gd,0,,Vincennes,Ex,Villa,,0,Agent_13,2015-04-20,434107.0
3,68.6,111.0,898.0 sqft,2016,1966,2,72.53,3.0,1,TA,1,452.5,Oberkampf,Gd,Loft,G,1,,2022-01-20,417312.0
5,91.9,26.3,962.3,1907,1932,3,508.92,2.0,8,Ex,1,904.9,Luxembourg,TA,Appartement,C,0,Agent_26,2021-02-11,517400.0
6,50.6,88.6,459.45,1943,1922,2,675.43,3.0,2,Ex,1,1106.4,Luxembourg,TA,Studio,,0,Agent_44,2018-10-16,420424.0
8,88.8,121.9,916.54,1908,1998,2,128.24,2.0,3,Ex,2,65.9,République,TA,Appartement,F,0,,Q2 2022,672101.0
5,137.6,0.5,904.79,1932,1949,1,446.08,3.0,5,Po,1,646.0,Bercy,Ex,Duplex,D,1,,2022-02-21,804533.0
4,10,34.0,769.0 sqft,1936,1981,,422.64,1.0,6,Gd,0,783.8,Châtelet,None,Appartement,B,N,Agent_33,2016-12-28,62119.0
3,190.4,82.6,867.34,1986,2009,2,651.28,1.0,5,TA,1,795.7,invalides,TA,Studio,B,0,Agent_3,2018-09-01,1047883.0
5,114.4,,1086.78,,1982,0,507.83,1.0,2,Gd,1,77.4,Nation,Fa,Duplex,C,0,,2020-02-06,689679.0
6,194.4,62.2,305.67,1945,1983,2,305.55,3.0,7,Ex,1,1034.9,Luxembourg,TA,Maison,C,0,,2022-01-18,1681874.0
6,148.7,130.7,727.23,1938,2023,0,480.78,1.0,7,Ex,1,703.2,Pantin,TA,Villa,,0,,2023-05-16,980489.0
4,12.8,136.3,984.25,1943,1937,0,404.86,2.0,,Excellent,Yes,657.6,Oberkampf,TA,Maison,D,0,Agent_44,2018-07-19,61909.0
6,251.9,55.4,1217.24,1928,1998,1,735.9,1.0,2,Gd,0,283.1,Pigalle,,Appartement,G,Non,,2016-12-15,1632262.0
4,72.8,2.8,911.4,1990,1907,1,476.71,2.0,5,fa,2,48.0,Opéra,Gd,Appartement,D,0,Agent_13,2022-03-17,561888.0
4,145.9,50.3,952.68,1936,1955,1,325.33,1.0,3,Gd,0,1026.5,Bastille,Ex,Appartement,,0,Agent_46,2017-08-21,515777.0
6,166.9,,883.55,2000,2018,3,-585.44,1.0,5,TA,0,505.0,Belleville,Ex,apartment,C,0,Agent_7,2022-04-25,1016940.0
8,99.3,0,635.29,1956,1960,1,686.51,3.0,2,Fa,0,17.3,Auteuil,Fa,Appartement,B,0,Agent_10,2017-04-25,948961.0
6,0,11.5,1321.18,1974,1910,0,578.66,2.0,0,Gd,0,854.5,Saint-Germain,Gd,Maison,,0,Agent_34,2020-08-17,50000.0
8,81.4,150.4,634.0 sqft,1900,1983,1,498.46,2.0,,Ex,1,814.1,Opéra,TA,Loft,C,0,,2018-10-14,524914.0
6,61.3,201.8,1589.22,1999,2016,1,387.43,1.0,6,Gd,3,813.8,Châtelet,Ex,APPARTEMENT,,0,,2018-12-04,485472.0
5,179.2,64.2,785.13,1973,2017,1,341.37,1.0,0,Gd,1,776.4,Batignolles,Ex,Studio,,0,Agent_27,2022-01-21,1698750.0
5,51.5,19.0,493.86,2000,1967,1,380.36,1.0,2,Ex,1,131.8,Auteuil,Gd,Duplex,D,Non,Agent_41,2022-07-25,425945.0
,129.1,15.1,1265.0 sqft,1964,2003,1,497.18,3.0,7,Gd,0,488.9,République,Gd,Appartement,,0,Agent_44,2015-08-22,771500.0
6,63.0,75.0,1013.49,1940,1901,1,434.77,4.0,5,Gd,3,496.9,Pantin,Gd,Maison,B,1,,2015-08-27,764867.0
6,92.7,5.6,1143.68,1962,1900,3,540.77,3.0,7,Ex,2,371.1,Bercy,TA,Villa,,0,Agent_9,2021-03-19,859677.0
4,214.8,-50,1137.3,1902,2006,1,629.79,2.0,5,Ex,0,989.7,République,Ex,Maison,,0,Agent_34,8/12/2017,1108653.0
6,127.2,95.8,799.45,2004,1994,0,468.34,3.0,5,Excellent,0,883.1,Pigalle,TA,VILLA,D,1,Agent_42,2016-08-25,1103386.0
5,117.7,140.1,67502.0,1905,1933,0,491.22,3.0,8,Po,1,1260.5,Châtelet,TA,Appartement,C,1,Agent_26,2018-12-10,671688.0
6/10,9999,163.5,1281.1,1926,1919,0,247.77,1.0,1,Good,0,210.8,Saint-Germain,Gd,Studio,,0,,2022-09-26,653127.0
7,122.8,188.8,1463.67,1970,1966,3,572.47,1.0,4,,0,156.7,Marais,TA,Appartement,,Non,Agent_8,2015-05-27,752601.0
7,157.6,78.8,933.93,2005,1986,2,425.98,4.0,2,Gd,0,241.8,Luxembourg,Gd,Appartement,,0,Agent_25,2022-12-19,1450974.0
5,56.1,78.9,1302.69,1951,1943,0,250.85,2.0,-2,TA,1,116.0,Luxembourg,TA,Maison,B,1,Agent_31,Q1 2021,436532.0
5,75.0,138.8,508.23,1993,1945,Oui,714.37,2.0,1,TA,0,624.6,Marais,Gd,Loft,A,0,,2022-08-08,566836.0
5,192.5,95.6,1266.66,1932,1958,0,470.43,1.0,4,TA,0,888.8,Nation,Gd,Maison,B,0,,2018-02-17,1180943.0
7,170.2,136.5,500.65,1955,1976,1,509.83,2.0,2,Gd,0,904.4,Pantin,Fa,Appartement,D,0,,2020-06-15,1631499.0
4,200.7 m²,4.1,1095.15,1931,1905,0,261.5,1.0,8,TA,0,641.4,Vincennes,TA,Maison,C,0,,2015-01-10,839021.0
5,78.0,,1162.06,1977,1974,1,413.84,1.0,5,TA,0,0,Passy,Gd,Studio,C,0,,2020-12-25,665808.0
0,152.1,149.3,991.17,2000,1919,0,695.98,1.0,7,Ex,0,367.1,Marais,Gd,,E,Non,Agent_48,2023-10-26,488990.0
5,104.8,112.0,1208.15,1955,1908,1,699.98,1.0,3,Fa,0,404.3,Vincennes,TA,Villa,C,0,Agent_48,2017-04-11,743638.0
3,185.7,33.3,781.87,2010,1942,-1,615.15,2.0,5,Ex,3,,Pigalle,TA,?,C,0,Agent_50,2023-11-25,1039788.0
3,122.5,122.6,1275.2,2016,1973,1,348.62,1.0,2,Excellent,0,24.9,Luxembourg,Ex,Maison,,0,Agent_48,2018-09-19,817915.0
6,55.7,20.8,1044.89,1960,1955,1,1022.5,2.0,2,Gd,1,540.7,Saint-Germain,Gd,Appartement,G,1,,2015-01-19,424189.0
8,46.3,221.6,670.38,1968,2016,0,395.4,2.0,4,TA,1,881.4,Montmartre,Gd,Duplex,,0,Agent_47,2015-02-24,430077.0
7,184.5,109.3,,1950,1911,1,835.55,3.0,5,Gd,3,725.6,Bercy,TA,Maison,E,0,,2017-04-13,1447941.0
7,21.4,73.1,,1950,2019,0,824.88,2.0,6,TA,2,413.9,République,Fa,Loft,C,0,Agent_48,2023-05-21,218988.0
5,10.8,63.7,1237.81,1993,1911,1,521.8,1.0,6,N/A,0,206.8,Pantin,TA,Appartement,,0,Agent_38,2016-12-28,86611.0
5,18.2,20.9,524.27,0,2002,1,113.19,2.0,5,?,1,526.4,Montmartre,,Appartement,,0,,2019-06-14,50000.0
3,54.0,159.8,1078.25,1986,1943,1,474.82,2.0,3,fa,0,507.9,Oberkampf,Gd,Villa,,0,,2015-07-17,395702.0
8,134.4,0,1012.59,1962,1948,1,522.03,2.0,,Fa,2,625.4,Passy,Ex,Studio,C,0,Agent_35,2019-02-26,1546820.0
3,11.8,42.8,1206.98,1907,1911,2,370.12,1.0,5,TA,3,293.0,Passy,TA,Studio,D,0,Agent_19,2022-10-14,50000.0
4,162.4,101.3,1245.38,1997,2018,2,402.28,4.0,2,N/A,1,233.1,Pigalle,Gd,Appartement,E,0,Agent_10,2016-04-27,1010590.0
5,189.3,32.6,1322.06,2015,1904,2,316.23,3.0,6,Gd,1,1513.5,Marais,TA,Duplex,,0,,2021-06-09,1551265.0
3,154.6,119.7,458.35,2000,1997,1,74829.0,1.0,1,Ex,1,1004.1,République,TA,Studio,C,1,,2016-12-26,1025850.0
4,111.0 m²,235.8,1006.54,1977,1901,1,518.66,2.0,5,Gd,0,247.4,CLIGNANCOURT,Gd,Appartement,A,0,,2017-02-01,781016.0
5,32.1,31.5,118290.00000000001,1930,1949,0,305.79,2.0,6,Gd,0,490.6,Montmartre,Gd,Villa,D,0,Agent_1,2015-03-03,176516.0
3,164.8,116.1,756.71,1918,1997,0,421.95,1.0,8,Fa,0,480.8,Pantin,Gd,Loft,,0,Agent_48,2017-05-03,913069.0
6,277.7,-50,1124.06,1978,,2,295.81,2.0,7,TA,2,630.3,Aut??,ta,Studio,B,0,Agent_34,2015-06-27,2239815.0
7,75.6,63.7,1255.94,1950,1971,0,640.95,1.0,1,Gd,1,284.3,Batignolles,TA,Duplex,G,0,Agent_22,2017-10-11,626812.0
5,35.1,81.6,982.41,1912,2004,0,905.72,1.0,5,TA,1,319.9,Châtelet,Gd,Appartement,,0,,2018-06-25,
6,59.9,146.4,575.14,1963,1910,1,119.81,1.0,4,Gd,1,420.6,Clignancourt,Gd,Villa,B,1,Agent_39,2019-02-09,655640.0
7,43.3,108.7,528.59,2020,2023,1,445.12,4.0,4,Gd,1,536.4,Saint-Germain,Gd,Appartement,,0,,2021-01-11,356705.0
6,85.7,42.2,1060.93,2018,1900,2,628.84,1.0,6,Ex,0,612.3,Nation,Fa,Maison,E,0,Agent_12,,696821.0
7,51.7,43.2,533.86,1929,1936,0,432.59,1.0,2,Gd,0,771.0,Invalides,,Appartement,F,0,Agent_28,2021-03-16,409561.0
0,135.7,115.5,1488.47,,1948,0,533.93,2.0,6,TA,0,792.5,Nation,TA,Appartement,H,0,Agent_13,2017-07-25,339859.0
6,85.4,32.6,1569.45,1977,1941,1,408.58,3.0,1,Gd,0,1155.5,Clignancourt,Gd,Villa,C,0,Agent_8,2016-11-19,711585.0
8,169.5,74.8,,1927,1945,1,508.3,1.0,7,TA,3,438.2,Montmartre,Gd,Studio,C,0,,2019-06-05,973806.0
8,222.9,110.5,795.33,2010,1942,1,,2.0,2,Ex,1,383.4,Bercy,Gd,Duplex,E,0,,2015-01-22,2675678.0
4,179.9,99.8,69065.0,2001,2013,0,457.93,1.0,8,TA,0,926.4,Marais,TA,Appartement,D,N,,2016-12-16,1043507.0
8,-10,93.8,1377.58,1940,2021,0,433.8,1.0,7,Ex,1,,Montmartre,Gd,,E,N,Agent_21,2020-11-03,50000.0
7,43.9,111.8,946.84,2003,1939,-1,431.63,0.0,8,TA,0,7.0,Marais,Gd,Maison,B,0,Agent_38,2015-09-13,430511.0
7,183.6,80.9,1145.8,1920,1987,2,697.45,1.0,7,Gd,3,331.8,Aut??,,Loft,,0,,2022-03-08,1438016.0
3,220.3,162.5,946.24,1916,1969,3,535.56,2.0,8,,1,568.8,Bercy,,Appartement,,1,Agent_2,Q1 2018,1042375.0
6,45.1,52.2,970.44,2099,2023,1,351.74,2.0,1,Gd,0,360.7,Invalides,TA,Appartement,E,0,,2020-01-04,398649.0
5,81.0,8.7,693.94,1944,1933,1,449.92,1.0,2,Fa,0,471.7,Auteuil,Fa,Villa,,0,,2020-09-25,523913.0
6,141.9,70.9,1081.44,1957,1927,1,125.52,2.0,5,Excellent,1,205.4,vincennes,Gd,Duplex,,0,Agent_7,2022-03-18,761639.0
,60.7,85.4,847.34,1950,2019,Oui,337.58,1.0,2,Good,2,766.9,Auteuil,ex,Maison,D,0,,Q1 2019,310027.0
7,124.0,82.1,547.6,2020,1933,0,586.12,,8,Gd,0,470.5,Pig??,Ex,Maison,C,0,,2015-07-17,1268603.0
4,118.8,127.2,743.82,2021,1938,2,555.74,2.0,4,Gd,2,869.8,Pigalle,Ex,Duplex,F,0,Agent_31,2019-07-08,870577.0
,112.9,39.8,1233.38,1971,1920,2,53979.99999999999,2.0,2,Fa,1,1035.9,,Gd,Loft,B,1,Agent_17,Non communiqué,779417.0
6,40.7,49.1,1425.38,1947,1996,0,777.75,2.0,2,Ex,1,22.5,Auteuil,Gd,Studio,B,Non,,2017-10-02,312049.0
2,10,177.2,145282.0,1979,1947,0,715.16,1.0,5,Ex,1,293.3,Opéra,TA,Maison,E,1,,2017-05-26,54094.0
5,188.0,73.5,1044.36,1937,1921,0,755.96,3.0,0,Gd,0,157.5,Bercy,Gd,Maison,G,0,,2019-05-09,948982.0
7,208.9,179.0,857.7,1932,1997,2,380.59,1.0,1,gd,0,914.9,Pigalle,Gd,apartment,F,0,,2020-11-12,1517770.0
8,-10,41.4,920.93,1934,1992,1,332.67,2.0,7,Gd,0,944.2,Marais,Gd,Appartement,G,0,Agent_31,2016-12-23,50000.0
7,153.1,94.7,869.62,1944,1917,1,466.07,1.0,1,Fa,1,1144.1,Nation,Gd,Appartement,,0,Agent_3,2017-07-21,917373.0
7,79.7,38.9,1031.5,2003,1943,0,418.9,4.0,2,TA,2,406.7,Invalides,Gd,Appartement,E,0,,2023-05-21,888320.0
6,159.3,173.0,1032.75,1924,2002,0,812.75,1.0,4,Fa,0,0,,TA,Duplex,B,0,Agent_1,2019-06-21,821758.0
6,29.0,,22971.0,1965,1944,1,766.33,4.0,6,TA,1,450.6,Invalides,Gd,Maison,,1,Agent_18,2017-02-10,249578.0
15,96.6,45.1,756.84,1915,1994,1,472.84,2.0,5,Fa,1,1611.7,Inconnu,TA,apartment,,0,,2019-12-15,1034002.0
6,98.2,60.7,1193.87,1943,1938,1,587.12,4.0,4,Gd,2,131.4,Vincennes,Gd,Appartement,F,0,,2018-07-11,730004.0
8,98.1,0,894.67,1923,2008,0,127.97,3.0,5,Gd,1,304.9,Bercy,Gd,Appartement,G,0,,2020-06-10,951829.0
5,134.0,69.3,1405.72,2000,1986,1,,2.0,5,Ex,1,335.8,Auteuil,Gd,Duplex,C,0,Agent_18,2022-02-15,1287413.0
4,220.8,158.4,778.54,1984,2016,0,445.04,1.0,7,Ex,1,,Rép??,Fa,Duplex,,0,,2023-04-05,1268184.0
7,224.7,47.4,997.66,1960,1913,0,413.71,,3,Gd,3,321.0,Marais,TA,Duplex,G,0,Agent_21,2015-11-12,1848283.0
6,25.8,15.9,737.78,1915,,1,361.02,3.0,1,Fa,1,,Saint-Germain,TA,Appartement,A,0,,2022-07-19,202091.0
3,178.8,138.7,661.92,1994,0,0,740.86,3.0,1,TA,2,481.3,Saint-Germain,Ex,Maison,C,0,,2021-08-04,1193452.0
4,94.1,55.1,1597.52,2003,1991,1,643.48,1.0,2,,0,686.1,Montmartre,TA,Appartement,,0,Agent_21,2016-11-26,732244.0
6,217.5,2.4,-1367.85,0,2014,1,284.57,2.0,2,TA,2,1287.2,,TA,LOFT,C,0,,2023-12-23,50000.0
7,109.4,21.0,1101.9,1961,1940,2,298.06,2.0,1,TA,2,340.8,Invalides,TA,Maison,C,,,2019-07-09,829851.0
6,143.7,2.6,1160.94,2007,1910,0,236.72,1.0,4,Gd,0,1130.7,CHÂTELET,TA,Villa,G,0,Agent_18,2016-12-15,1141573.0
3,51.2,,1245.79,1939,1923,2,586.39,3.0,2,TA,0,79.1,Passy,Ex,Appartement,F,0,Agent_25,21/8/2021,316708.0
6,163.9,81.5,1536.87,1967,1905,2,608.57,1.0,3,Fa,0,639.9,République,Ex,Duplex,F,0,,2021-08-09,1159545.0
6,153.4,64.0,1309.41,2004,1910,1,394.18,1.0,4,TA,1,699.7,Châtelet,Gd,Duplex,,0,Agent_32,2017-05-21,1259779.0
6,102.0,124.3,928.27,1918,2002,1,327.34,1.0,8,Gd,0,304.0,Invalides,Gd,Duplex,,0,Agent_45,2021-10-24,571306.0
6,33.1,91.9,961.75,1941,1990,1,614.52,2.0,7,TA,1,1203.7,Oberkampf,Gd,Loft,G,1,Agent_3,2017-04-05,259259.0
8,86.7,130.5,1086.98,1983,1941,1,170.63,4.0,8,TA,1,98.3,République,Gd,Appartement,,0,,2021-07-11,901140.0
-1,,54.0,1138.63,2018,1935,1,429.02,1.0,2,Gd,1,371.2,Pantin,Gd,Duplex,,1,Agent_14,2022-03-18,292050.0
5,97.1,123.7,1132.51,2002,1921,1,843.62,4.0,8,N/A,1,554.2,Pantin,Gd,Maison,E,0,,Non communiqué,894446.0
4,107.8,42.0,1199.34,1931,1979,1,396.16,2.0,1,Ex,1,1186.8,Marais,Ex,Duplex,D,0,,2015-02-27,689401.0
4,65.9,102.5,1063.25,2017,1943,2,792.83,1.0,5,Gd,0,180.0,Pigalle,TA,Maison,,0,Agent_19,2022-09-18,391162.0
6,155.8,44.0,951.92,1952,2005,0,196.66,3.0,1,TA,1,517.5,République,TA,Appartement,,0,Agent_33,2015-08-17,786826.0
3,125.1,77.9,443.74,1988,1951,2,229.89,1.0,8,Gd,0,395.5,Vincennes,TA,Appartement,C,0,Agent_9,2019-04-22,748668.0
4,57.2,150.8,1158.69,1912,2010,2,319.05,3.0,5,TA,0,628.9,Auteuil,TA,Studio,,0,Agent_2,2023-08-01,198205.0
2,167.4,8.9,620.4,1941,,-1,538.15,2.0,3,TA,0,1412.3,Bastille,TA,Appartement,E,0,Agent_16,2022-01-02,591876.0
8,53.4,68.4,845.82,1961,2018,3,342.65,1.0,8,Gd,3,117.5,Luxembourg,TA,Appartement,D,0,,2016-06-15,534630.0
5,170.5,93.8,801.75,1903,1915,2,584.49,1.0,4,Gd,0,928.6,Clignancourt,Gd,Duplex,,0,,2016-11-15,
5,118.0,71.3,571.17,1904,1902,2,612.21,3.0,8,Gd,3,84.8,Batignolles,ta,Appartement,,0,Agent_12,,597227.0
6,120.9,128.7,1577.82,1969,0,2,-488.69,1.0,1,Gd,2,190.5,Passy,Gd,Appartement,F,0,,2023-07-23,876619.0
4,81.8,65.6,1119.81,1982,1949,1,434.28,1.0,3,TA,0,882.8,Nation,Gd,Appartement,E,0,Agent_28,2020-01-23,544783.0
5,9999,54.2,937.81,1939,1960,1,375.55,1.0,7,Gd,1,231.7,Nation,TA,Maison,A,0,Agent_8,2022-07-16,59025120.0
4,52.1,44.7,390.71,1961,1928,1,844.29,2.0,3,Ex,0,295.7,,TA,Appartement,G,1,Agent_42,2018-05-11,
5,83.8,0,1415.48,1939,1995,1,505.41,2.0,8,Ex,3,,,Gd,Loft,C,0,,2018-06-01,455273.0
7,93.0,91.4,1054.66,1935,2000,1,552.61,2.0,3,Po,1,648.1,Pigalle,None,Appartement,H,0,,2017-03-27,774732.0
6,127.8,12.8,946.04,1915,1983,1,271.75,2.0,,Good,0,775.4,Pantin,Gd,Maison,,0,,2018-03-27,1024858.0
7,197.4,54.0,1034.58,1963,1928,2,596.89,1.0,1,Gd,1,384.1,Oberkampf,TA,Maison,E,1,,2015-05-06,1401900.0
7,102.0,114.0,300,2018,1987,0,378.14,2.0,7,Gd,3,818.4,Pigalle,,Appartement,f,1,Agent_4,2018-03-08,735437.0
7,10.2,52.0,617.92,1905,1917,1,199.69,1.0,7,Ex,2,63.9,Bercy,TA,Maison,,1,Agent_5,2016-01-25,90369.0
